iter	Passed	Remaining
1670	21528	55773
1671	21537	55750
1672	21548	55733
1673	21560	55717
1674	21569	55695
1675	21580	55677
1676	21592	55660
1677	21603	55643
1678	21614	55626
1679	21627	55613
1680	21640	55600
1681	21654	55591
1682	21670	55585
1683	21681	55569
1684	21693	55553
1685	21703	55532
1686	21715	55518
1687	21783	55645
1688	21802	55647
1689	21823	55656
1690	21832	55633
1691	21845	55619
1692	21860	55612
1693	21871	55594
1694	21881	55575
1695	21893	55559
1696	21905	55544
1697	21914	55521
1698	21924	55502
1699	21934	55480
1700	21944	55461
1701	21956	55445
1702	21967	55427
1703	21977	55408
1704	21989	55392
1705	21999	55372
1706	22011	55357
1707	22022	55339
1708	22034	55324
1709	22047	55312
1710	22064	55309
1711	22075	55291
1712	22085	55272
1713	22095	55252
1714	22106	55235
1715	22119	55220
1716	22129	55200
1717	22140	55183
1718	22151	55165
1719	22160	55143
1720	22171	55126
1721	22182	55109
1722	22192	55088
1723	22203	55071
1724	22215	55055
1725	22227	55040
1726	22243	55035
1727	22267	55049
1728	22284	55046
1729	22292	55023
1730	22303	55004
1731	22313	54985
1732	22323	54964
1733	22334	54948
1734	22344	54928
1735	22356	54911
1736	22367	54894
1737	22376	54873
1738	22389	54861
1739	22401	54844
1740	22413	54829
1741	22422	54807
1742	22432	54787
1743	22441	54766
1744	22453	54749
1745	22464	54733
1746	22475	54714
1747	22485	54695
1748	22498	54682
1749	22508	54662
1750	22520	54647
1751	22531	54630
1752	22541	54612
1753	22552	54595
1754	22566	54583
1755	22577	54565
1756	22586	54543
1757	22596	54525
1758	22609	54513
1759	22619	54493
1760	22630	54474
1761	22639	54453
1762	22653	54443
1763	22665	54427
1764	22675	54409
1765	22685	54389
1766	22697	54372
1767	22706	54351
1768	22717	54335
1769	22728	54318
1770	22739	54300
1771	22749	54280
1772	22759	54261
1773	22770	54244
1774	22819	54316
1775	22850	54348
1776	22866	54341
1777	22878	54326
1778	22887	54305
1779	22897	54284
1780	22908	54266
1781	22916	54244
1782	22930	54232
1783	22941	54215
1784	22950	54194
1785	22962	54178
1786	22972	54160
1787	22982	54139
1788	22994	54124
1789	23007	54113
1790	23023	54106
1791	23042	54107
1792	23052	54090
1793	23062	54068
1794	23073	54051
1795	23082	54029
1796	23094	54014
1797	23105	53999
1798	23116	53980
1799	23126	53961
1800	23137	53943
1801	23148	53927
1802	23159	53910
1803	23171	53894
1804	23181	53875
1805	23195	53865
1806	23206	53849
1807	23216	53830
1808	23226	53809
1809	23237	53792
1810	23249	53777
1811	23259	53759
1812	23273	53747
1813	23290	53745
1814	23300	53726
1815	23309	53704
1816	23322	53690
1817	23332	53672
1818	23341	53651
1819	23354	53637
1820	23365	53621
1821	23374	53600
1822	23385	53581
1823	23393	53559
1824	23406	53545
1825	23417	53529
1826	23427	53509
1827	23438	53494
1828	23449	53476
1829	23458	53455
1830	23470	53440
1831	23481	53423
1832	23490	53402
1833	23502	53386
1834	23512	53367
1835	23522	53349
1836	23535	53336
1837	23546	53318
1838	23555	53298
1839	23567	53283
1840	23582	53275
1841	23595	53262
1842	23605	53242
1843	23615	53224
1844	23625	53204
1845	23635	53185
1846	23645	53168
1847	23655	53148
1848	23666	53131
1849	23677	53114
1850	23688	53096
1851	23698	53079
1852	23707	53057
1853	23719	53041
1854	23729	53024
1855	23739	53005
1856	23750	52987
1857	23764	52976
1858	23775	52960
1859	23785	52941
1860	23797	52926
1861	23813	52921
1862	23830	52918
1863	23887	53002
1864	24019	53255
1865	24066	53316
1866	24098	53347
1867	24137	53391
1868	24149	53377
1869	24161	53360
1870	24171	53343
1871	24184	53328
1872	24194	53310
1873	24206	53294
1874	24217	53279
1875	24229	53264
1876	24240	53245
1877	24248	53223
1878	24260	53207
1879	24270	53188
1880	24280	53168
1881	24290	53150
1882	24300	53129
1883	24311	53113
1884	24321	53095
1885	24331	53075
1886	24343	53060
1887	24354	53042
1888	24363	53021
1889	24374	53004
1890	24383	52983
1891	24393	52964
1892	24403	52945
1893	24412	52924
1894	24423	52907
1895	24439	52900
1896	24456	52896
1897	24469	52883
1898	24479	52864
1899	24489	52846
1900	24500	52829
1901	24509	52807
1902	24520	52790
1903	24529	52769
1904	24539	52751
1905	24550	52732
1906	24559	52712
1907	24571	52696
1908	24581	52679
1909	24592	52662
1910	24604	52646
1911	24613	52624
1912	24623	52606
1913	24634	52589
1914	24643	52568
1915	24654	52552
1916	24667	52538
1917	24679	52524
1918	24693	52513
1919	24710	52509
1920	24722	52494
1921	24733	52478
1922	24743	52459
1923	24756	52445
1924	24774	52443
1925	24789	52437
1926	24805	52430
1927	24821	52424
1928	24838	52419
1929	24857	52419
1930	24875	52416
1931	24892	52412
1932	24907	52405
1933	24924	52401
1934	24940	52394
1935	24955	52386
1936	24971	52380
1937	24989	52377
1938	25008	52376
1939	25168	52671
1940	25185	52668
1941	25200	52659
1942	25212	52643
1943	25224	52628
1944	25239	52620
1945	25252	52606
1946	25266	52595
1947	25279	52582
1948	25290	52565
1949	25304	52555
1950	25316	52541
1951	25329	52526
1952	25339	52507
1953	25350	52491
1954	25360	52472
1955	25370	52453
1956	25381	52436
1957	25392	52419
1958	25405	52406
1959	25417	52391
1960	25428	52373
1961	25438	52355
1962	25453	52345
1963	25468	52337
1964	25484	52330
1965	25649	52629
1966	25690	52673
1967	25709	52672
1968	25724	52664
1969	25741	52658
1970	25759	52655
1971	25778	52654
1972	25793	52645
1973	25809	52639
1974	25825	52630
1975	25837	52617
1976	25849	52600
1977	25861	52585
1978	25872	52567
1979	25881	52546
1980	25891	52528
1981	25900	52507
1982	25911	52489
1983	25923	52474
1984	25935	52458
1985	25945	52439
1986	25960	52430
1987	25973	52417
1988	25984	52400
1989	25997	52386
1990	26009	52372
1991	26022	52358
1992	26034	52343
1993	26045	52326
1994	26060	52317
1995	26072	52302
1996	26083	52284
1997	26094	52267
1998	26105	52250
1999	26116	52232
2000	26126	52213
2001	26138	52199
2002	26150	52183
2003	26223	52290
2004	26237	52278
2005	26251	52268
2006	26262	52250
2007	26275	52235
2008	26287	52222
2009	26310	52227
2010	26324	52216
2011	26339	52206
2012	26351	52191
2013	26361	52172
2014	26373	52158
2015	26385	52142
2016	26398	52129
2017	26408	52111
2018	26419	52093
2019	26431	52077
2020	26441	52058
2021	26452	52041
2022	26462	52022
2023	26472	52002
2024	26481	51982
2025	26491	51962
2026	26504	51950
2027	26517	51936
2028	26529	51921
2029	26539	51902
2030	26550	51885
2031	26562	51870
2032	26572	51850
2033	26583	51833
2034	26594	51817
2035	26607	51804
2036	26620	51790
2037	26632	51775
2038	26644	51759
2039	26654	51741
2040	26668	51729
2041	26692	51737
2042	26778	51865
2043	26794	51858
2044	26810	51850
2045	26849	51887
2046	26891	51930
2047	26913	51935
2048	26930	51928
2049	26942	51914
2050	26957	51903
2051	26967	51884
2052	26979	51869
2053	26991	51854
2054	27001	51834
2055	27019	51831
2056	27045	51841
2057	27066	51845
2058	27085	51841
2059	27100	51833
2060	27115	51823
2061	27139	51831
2062	27160	51831
2063	27174	51822
2064	27189	51810
2065	27200	51793
2066	27213	51780
2067	27226	51766
2068	27312	51893
2069	27330	51887
2070	27350	51887
2071	27364	51876
2072	27377	51862
2073	27391	51851
2074	27404	51836
2075	27415	51820
2076	27429	51808
2077	27441	51793
2078	27452	51774
2079	27463	51758
2080	27476	51744
2081	27487	51726
2082	27497	51708
2083	27512	51697
2084	27525	51684
2085	27538	51671
2086	27551	51656
2087	27560	51637
2088	27572	51621
2089	27583	51603
2090	27593	51584
2091	27606	51570
2092	27619	51558
2093	27636	51550
2094	27648	51536
2095	27658	51516
2096	27670	51501
2097	27681	51484
2098	27690	51463
2099	27702	51447
2100	27716	51435
2101	27726	51416
2102	27736	51398
2103	27749	51384
2104	27763	51372
2105	27775	51356
2106	27787	51342
2107	27799	51325
2108	27810	51308
2109	27823	51295
2110	27834	51278
2111	27845	51261
2112	27855	51242
2113	27867	51225
2114	27877	51207
2115	27888	51191
2116	27901	51176
2117	27911	51158
2118	27921	51139
2119	27933	51124
2120	27946	51110
2121	27958	51095
2122	27969	51078
2123	27980	51061
2124	27990	51041
2125	28003	51027
2126	28014	51011
2127	28026	50996
2128	28039	50981
2129	28051	50967
2130	28063	50951
2131	28073	50931
2132	28084	50915
2133	28097	50901
2134	28106	50881
2135	28118	50865
2136	28130	50850
2137	28139	50829
2138	28152	50816
2139	28164	50801
2140	28175	50784
2141	28186	50766
2142	28197	50750
2143	28207	50732
2144	28216	50711
2145	28227	50693
2146	28236	50673
2147	28248	50657
2148	28260	50641
2149	28270	50623
2150	28280	50604
2151	28290	50587
2152	28299	50566
2153	28312	50553
2154	28357	50596
2155	28399	50634
2156	28413	50621
2157	28427	50610
2158	28440	50597
2159	28451	50580
2160	28461	50562
2161	28474	50547
2162	28483	50527
2163	28494	50509
2164	28506	50494
2165	28515	50474
2166	28526	50457
2167	28538	50443
2168	28548	50424
2169	28559	50406
2170	28570	50389
2171	28580	50370
2172	28591	50353
2173	28600	50333
2174	28610	50315
2175	28622	50299
2176	28631	50279
2177	28642	50262
2178	28654	50246
2179	28663	50227
2180	28674	50209
2181	28686	50194
2182	28696	50175
2183	28707	50158
2184	28717	50140
2185	28726	50120
2186	28737	50103
2187	28746	50082
2188	28757	50065
2189	28767	50047
2190	28776	50027
2191	28786	50008
2192	28797	49991
2193	28809	49976
2194	28820	49960
2195	28832	49945
2196	28849	49938
2197	28861	49923
2198	28871	49905
2199	28883	49889
2200	28893	49870
2201	28905	49856
2202	28916	49839
2203	28925	49819
2204	28937	49803
2205	28947	49784
2206	28956	49765
2207	28968	49750
2208	28976	49729
2209	28990	49717
2210	29004	49704
2211	29017	49691
2212	29028	49675
2213	29038	49657
2214	29049	49640
2215	29057	49618
2216	29069	49603
2217	29081	49588
2218	29091	49569
2219	29102	49552
2220	29112	49534
2221	29122	49516
2222	29133	49498
2223	29143	49481
2224	29153	49463
2225	29166	49449
2226	29178	49434
2227	29187	49414
2228	29199	49398
2229	29207	49378
2230	29218	49361
2231	29229	49344
2232	29242	49330
2233	29252	49312
2234	29265	49298
2235	29277	49284
2236	29286	49265
2237	29299	49250
2238	29311	49236
2239	29321	49218
2240	29333	49202
2241	29345	49188
2242	29355	49169
2243	29366	49153
2244	29377	49136
2245	29387	49118
2246	29471	49223
2247	29484	49211
2248	29499	49200
2249	29515	49191
2250	29526	49175
2251	29536	49157
2252	29548	49141
2253	29557	49123
2254	29568	49105
2255	29579	49089
2256	29590	49071
2257	29599	49053
2258	29610	49036
2259	29624	49024
2260	29638	49012
2261	29647	48992
2262	29658	48976
2263	29667	48957
2264	29679	48941
2265	29691	48926
2266	29701	48909
2267	29712	48892
2268	29724	48876
2269	29733	48857
2270	29746	48843
2271	29756	48826
2272	29767	48808
2273	29777	48790
2274	29789	48776
2275	29804	48765
2276	29813	48746
2277	29824	48730
2278	29835	48712
2279	29845	48694
2280	29856	48678
2281	29867	48663
2282	29876	48643
2283	29888	48627
2284	29900	48612
2285	29911	48596
2286	29924	48582
2287	29935	48567
2288	29944	48547
2289	29954	48529
2290	29965	48512
2291	29975	48493
2292	29984	48475
2293	29995	48458
2294	30009	48446
2295	30020	48429
2296	30029	48410
2297	30039	48393
2298	30048	48373
2299	30059	48355
2300	30070	48340
2301	30081	48323
2302	30090	48304
2303	30101	48288
2304	30113	48273
2305	30122	48253
2306	30132	48235
2307	30142	48217
2308	30153	48201
2309	30164	48184
2310	30174	48166
2311	30185	48150
2312	30197	48135
2313	30208	48119
2314	30220	48104
2315	30231	48088
2316	30240	48069
2317	30252	48053
2318	30263	48037
2319	30271	48017
2320	30284	48003
2321	30294	47986
2322	30304	47967
2323	30314	47950
2324	30326	47935
2325	30336	47917
2326	30347	47901
2327	30356	47881
2328	30367	47866
2329	30379	47850
2330	30389	47833
2331	30400	47817
2332	30411	47801
2333	30420	47781
2334	30434	47769
2335	30446	47754
2336	30455	47736
2337	30469	47725
2338	30558	47830
2339	30571	47816
2340	30591	47814
2341	30604	47801
2342	30619	47791
2343	30629	47773
2344	30640	47756
2345	30650	47740
2346	30662	47724
2347	30673	47708
2348	30683	47689
2349	30693	47672
2350	30703	47654
2351	30714	47638
2352	30724	47621
2353	30735	47604
2354	30745	47586
2355	30756	47571
2356	30775	47566
2357	30791	47557
2358	30801	47541
2359	30815	47529
2360	30828	47515
2361	30841	47503
2362	30854	47489
2363	30864	47471
2364	30875	47455
2365	30884	47436
2366	30894	47419
2367	30906	47403
2368	30916	47386
2369	30926	47368
2370	30938	47353
2371	30947	47334
2372	30959	47319
2373	30971	47304
2374	30989	47299
2375	31007	47294
2376	31028	47293
2377	31042	47280
2378	31054	47267
2379	31064	47249
2380	31073	47230
2381	31082	47211
2382	31093	47195
2383	31103	47177
2384	31113	47159
2385	31123	47141
2386	31135	47127
2387	31146	47111
2388	31157	47095
2389	31167	47076
2390	31176	47058
2391	31187	47042
2392	31199	47027
2393	31208	47008
2394	31219	46992
2395	31231	46977
2396	31239	46957
2397	31250	46941
2398	31260	46923
2399	31273	46910
2400	31283	46893
2401	31293	46875
2402	31306	46861
2403	31318	46847
2404	31328	46829
2405	31338	46812
2406	31350	46797
2407	31359	46778
2408	31370	46762
2409	31383	46749
2410	31395	46734
2411	31404	46716
2412	31416	46701
2413	31427	46685
2414	31436	46666
2415	31447	46650
2416	31456	46632
2417	31467	46616
2418	31477	46598
2419	31490	46584
2420	31500	46567
2421	31511	46551
2422	31522	46535
2423	31533	46519
2424	31544	46504
2425	31593	46544
2426	31643	46585
2427	31656	46571
2428	31703	46608
2429	31720	46602
2430	31731	46584
2431	31742	46570
2432	31752	46551
2433	31763	46536
2434	31775	46520
2435	31783	46500
2436	31794	46484
2437	31802	46465
2438	31811	46445
2439	31821	46428
2440	31831	46410
2441	31843	46395
2442	31852	46376
2443	31863	46360
2444	31873	46343
2445	31883	46325
2446	31893	46308
2447	31904	46293
2448	31914	46275
2449	31925	46259
2450	31934	46240
2451	31945	46224
2452	31956	46208
2453	31969	46195
2454	31978	46177
2455	31988	46159
2456	31997	46140
2457	32008	46125
2458	32019	46109
2459	32032	46095
2460	32043	46078
2461	32054	46063
2462	32064	46046
2463	32078	46034
2464	32094	46025
2465	32105	46009
2466	32115	45992
2467	32127	45978
2468	32139	45963
2469	32148	45945
2470	32159	45929
2471	32170	45913
2472	32185	45902
2473	32197	45888
2474	32208	45872
2475	32219	45856
2476	32227	45836
2477	32277	45876
2478	32318	45902
2479	32340	45902
2480	32374	45919
2481	32385	45902
2482	32395	45886
2483	32406	45869
2484	32417	45853
2485	32426	45835
2486	32437	45819
2487	32448	45803
2488	32458	45786
2489	32470	45771
2490	32481	45756
2491	32493	45741
2492	32505	45726
2493	32516	45710
2494	32525	45692
2495	32539	45680
2496	32550	45664
2497	32560	45647
2498	32570	45629
2499	32580	45612
2500	32590	45595
2501	32603	45582
2502	32616	45568
2503	32626	45551
2504	32801	45764
2505	32815	45753
2506	32828	45740
2507	32844	45731
2508	32854	45712
2509	32865	45697
2510	32875	45680
2511	32886	45663
2512	32898	45649
2513	32910	45634
2514	32920	45617
2515	32931	45601
2516	32941	45584
2517	32951	45567
2518	32964	45553
2519	32974	45535
2520	32986	45522
2521	32997	45505
2522	33007	45487
2523	33019	45473
2524	33029	45456
2525	33039	45438
2526	33050	45422
2527	33061	45406
2528	33070	45388
2529	33081	45373
2530	33092	45356
2531	33101	45338
2532	33112	45322
2533	33125	45308
2534	33134	45289
2535	33144	45273
2536	33157	45260
2537	33167	45243
2538	33178	45226
2539	33190	45211
2540	33199	45193
2541	33210	45178
2542	33220	45160
2543	33232	45145
2544	33244	45131
2545	33257	45119
2546	33270	45104
2547	33281	45088
2548	33292	45074
2549	33301	45055
2550	33312	45039
2551	33324	45024
2552	33333	45005
2553	33344	44990
2554	33355	44974
2555	33365	44956
2556	33376	44940
2557	33384	44922
2558	33395	44906
2559	33407	44891
2560	33417	44874
2561	33428	44858
2562	33439	44841
2563	33449	44825
2564	33459	44808
2565	33471	44793
2566	33482	44777
2567	33492	44761
2568	33503	44745
2569	33512	44727
2570	33524	44712
2571	33533	44693
2572	33546	44680
2573	33558	44666
2574	33569	44650
2575	33579	44633
2576	33590	44618
2577	33600	44601
2578	33609	44582
2579	33620	44566
2580	33629	44548
2581	33641	44533
2582	33652	44517
2583	33662	44501
2584	33673	44484
2585	33684	44470
2586	33694	44452
2587	33706	44437
2588	33716	44421
2589	33727	44405
2590	33737	44388
2591	33748	44372
2592	33757	44354
2593	33769	44340
2594	33778	44322
2595	33788	44305
2596	33801	44292
2597	33888	44375
2598	33901	44363
2599	33915	44350
2600	33932	44343
2601	33943	44327
2602	33957	44315
2603	33968	44299
2604	33981	44286
2605	33990	44268
2606	34001	44252
2607	34011	44236
2608	34021	44218
2609	34032	44202
2610	34042	44186
2611	34053	44170
2612	34064	44154
2613	34073	44136
2614	34085	44122
2615	34097	44107
2616	34108	44091
2617	34118	44075
2618	34129	44060
2619	34139	44042
2620	34150	44027
2621	34161	44011
2622	34171	43994
2623	34182	43978
2624	34194	43964
2625	34204	43947
2626	34215	43931
2627	34227	43917
2628	34238	43901
2629	34249	43886
2630	34259	43869
2631	34269	43852
2632	34281	43837
2633	34291	43821
2634	34302	43805
2635	34313	43789
2636	34323	43772
2637	34334	43757
2638	34352	43750
2639	34365	43738
2640	34377	43723
2641	34386	43705
2642	34397	43690
2643	34408	43674
2644	34418	43657
2645	34430	43643
2646	34440	43626
2647	34452	43611
2648	34463	43595
2649	34476	43583
2650	34485	43565
2651	34496	43550
2652	34508	43535
2653	34517	43518
2654	34528	43501
2655	34539	43486
2656	34548	43468
2657	34558	43451
2658	34568	43434
2659	34578	43417
2660	34588	43400
2661	34596	43382
2662	34607	43366
2663	34617	43350
2664	34629	43335
2665	34640	43320
2666	34649	43302
2667	34660	43287
2668	34671	43271
2669	34681	43254
2670	34693	43240
2671	34705	43225
2672	34716	43210
2673	34726	43193
2674	34740	43181
2675	34751	43166
2676	34760	43148
2677	34771	43133
2678	34782	43118
2679	34793	43101
2680	34803	43086
2681	34815	43071
2682	34824	43054
2683	34835	43038
2684	34847	43024
2685	34858	43008
2686	34868	42992
2687	34881	42978
2688	34891	42962
2689	34983	43047
2690	34999	43037
2691	35013	43025
2692	35027	43013
2693	35038	42998
2694	35049	42983
2695	35059	42966
2696	35071	42951
2697	35082	42936
2698	35093	42920
2699	35103	42904
2700	35113	42887
2701	35121	42868
2702	35132	42853
2703	35142	42836
2704	35153	42821
2705	35164	42805
2706	35175	42789
2707	35186	42774
2708	35196	42758
2709	35205	42740
2710	35217	42726
2711	35228	42710
2712	35238	42693
2713	35248	42677
2714	35259	42662
2715	35268	42644
2716	35280	42629
2717	35289	42612
2718	35303	42600
2719	35314	42585
2720	35325	42569
2721	35334	42552
2722	35346	42537
2723	35355	42520
2724	35366	42504
2725	35377	42489
2726	35388	42473
2727	35398	42457
2728	35410	42442
2729	35419	42425
2730	35430	42409
2731	35444	42398
2732	35458	42386
2733	35474	42376
2734	35483	42359
2735	35493	42343
2736	35507	42331
2737	35517	42314
2738	35530	42302
2739	35543	42288
2740	35553	42272
2741	35564	42257
2742	35575	42242
2743	35585	42224
2744	35596	42210
2745	35608	42195
2746	35618	42178
2747	35628	42163
2748	35639	42148
2749	35650	42132
2750	35662	42117
2751	35673	42103
2752	35683	42086
2753	35694	42071
2754	35709	42060
2755	35721	42046
2756	35731	42029
2757	35742	42014
2758	35752	41998
2759	35762	41981
2760	35771	41964
2761	35781	41948
2762	35792	41932
2763	35802	41915
2764	35810	41897
2765	35822	41883
2766	35831	41865
2767	35843	41852
2768	35855	41837
2769	35864	41820
2770	35874	41804
2771	35885	41788
2772	35894	41771
2773	35905	41756
2774	35917	41742
2775	35929	41727
2776	35941	41713
2777	35951	41698
2778	35963	41683
2779	35974	41668
2780	35985	41652
2781	35998	41640
2782	36102	41732
2783	36120	41725
2784	36138	41717
2785	36155	41709
2786	36169	41697
2787	36180	41683
2788	36190	41666
2789	36201	41651
2790	36211	41634
2791	36223	41620
2792	36233	41604
2793	36242	41587
2794	36254	41573
2795	36266	41558
2796	36275	41541
2797	36287	41527
2798	36298	41512
2799	36308	41495
2800	36318	41479
2801	36330	41464
2802	36339	41447
2803	36350	41432
2804	36360	41416
2805	36370	41400
2806	36381	41384
2807	36390	41367
2808	36440	41395
2809	36452	41381
2810	36463	41367
2811	36477	41354
2812	36487	41338
2813	36498	41323
2814	36512	41312
2815	36522	41295
2816	36532	41279
2817	36542	41262
2818	36554	41248
2819	36568	41237
2820	36584	41227
2821	36596	41213
2822	36608	41198
2823	36618	41182
2824	36628	41166
2825	36639	41151
2826	36652	41138
2827	36666	41126
2828	36679	41113
2829	36692	41100
2830	36702	41084
2831	36714	41069
2832	36727	41057
2833	36736	41040
2834	36749	41027
2835	36762	41013
2836	36773	40999
2837	36783	40982
2838	36796	40969
2839	36809	40956
2840	36817	40938
2841	36828	40922
2842	36839	40908
2843	36848	40891
2844	36859	40875
2845	36868	40858
2846	36879	40843
2847	36890	40828
2848	36899	40811
2849	36913	40799
2850	36924	40784
2851	36934	40767
2852	36945	40752
2853	36956	40738
2854	36966	40721
2855	36976	40705
2856	36987	40690
2857	36997	40674
2858	37009	40659
2859	37021	40645
2860	37031	40629
2861	37041	40613
2862	37054	40600
2863	37064	40584
2864	37074	40568
2865	37084	40552
2866	37094	40536
2867	37194	40617
2868	37207	40605
2869	37221	40593
2870	37313	40666
2871	37342	40671
2872	37359	40662
2873	37370	40647
2874	37383	40633
2875	37392	40617
2876	37404	40602
2877	37415	40588
2878	37425	40571
2879	37437	40556
2880	37447	40540
2881	37459	40526
2882	37469	40511
2883	37482	40497
2884	37492	40481
2885	37503	40466
2886	37514	40451
2887	37524	40435
2888	37540	40425
2889	37552	40411
2890	37562	40395
2891	37572	40378
2892	37584	40364
2893	37596	40350
2894	37606	40333
2895	37616	40318
2896	37628	40304
2897	37640	40289
2898	37653	40276
2899	37667	40265
2900	37681	40253
2901	37694	40240
2902	37705	40225
2903	37717	40210
2904	37727	40195
2905	37738	40179
2906	37749	40164
2907	37758	40147
2908	37769	40132
2909	37779	40116
2910	37788	40099
2911	37799	40084
2912	37810	40069
2913	37820	40052
2914	37832	40038
2915	37842	40023
2916	37852	40006
2917	37863	39991
2918	37873	39974
2919	37882	39958
2920	37894	39943
2921	37904	39928
2922	37915	39912
2923	37928	39899
2924	37940	39885
2925	37949	39869
2926	37961	39854
2927	37972	39840
2928	37983	39824
2929	37994	39809
2930	38005	39794
2931	38014	39777
2932	38025	39762
2933	38035	39746
2934	38047	39733
2935	38059	39719
2936	38069	39703
2937	38080	39688
2938	38092	39673
2939	38102	39658
2940	38112	39642
2941	38124	39627
2942	38133	39610
2943	38145	39597
2944	38157	39583
2945	38170	39569
2946	38179	39552
2947	38228	39577
2948	38298	39623
2949	38312	39611
2950	38331	39604
2951	38348	39595
2952	38359	39580
2953	38370	39565
2954	38378	39547
2955	38389	39532
2956	38400	39517
2957	38410	39501
2958	38421	39486
2959	38431	39470
2960	38442	39455
2961	38455	39442
2962	38469	39429
2963	38478	39413
2964	38490	39399
2965	38502	39384
2966	38511	39368
2967	38523	39354
2968	38534	39339
2969	38544	39322
2970	38555	39308
2971	38567	39294
2972	38577	39278
2973	38587	39261
2974	38598	39247
2975	38607	39229
2976	38617	39214
2977	38626	39197
2978	38637	39182
2979	38647	39166
2980	38656	39149
2981	38670	39137
2982	38687	39127
2983	38699	39114
2984	38710	39099
2985	38721	39084
2986	38733	39071
2987	38749	39060
2988	38763	39048
2989	38773	39032
2990	38786	39020
2991	38798	39005
2992	38808	38989
2993	38819	38974
2994	38829	38959
2995	38840	38943
2996	38851	38929
2997	38863	38914
2998	38872	38898
2999	38886	38886
3000	38898	38872
3001	38910	38858
3002	38920	38842
3003	38932	38828
3004	38941	38812
3005	38952	38797
3006	38963	38782
3007	38973	38765
3008	38984	38751
3009	38996	38737
3010	39005	38720
3011	39016	38705
3012	39025	38689
3013	39035	38673
3014	39046	38657
3015	39056	38641
3016	39066	38625
3017	39077	38611
3018	39086	38594
3019	39096	38578
3020	39108	38565
3021	39118	38548
3022	39131	38536
3023	39142	38520
3024	39151	38504
3025	39163	38490
3026	39173	38475
3027	39183	38458
3028	39193	38443
3029	39205	38428
3030	39217	38415
3031	39229	38400
3032	39239	38385
3033	39248	38369
3034	39259	38354
3035	39271	38340
3036	39281	38324
3037	39292	38309
3038	39418	38406
3039	39482	38443
3040	39496	38431
3041	39512	38421
3042	39527	38410
3043	39538	38395
3044	39548	38379
3045	39558	38363
3046	39567	38346
3047	39578	38331
3048	39588	38315
3049	39597	38298
3050	39608	38284
3051	39619	38269
3052	39629	38253
3053	39640	38238
3054	39651	38223
3055	39665	38211
3056	39676	38197
3057	39687	38182
3058	39696	38165
3059	39709	38151
3060	39719	38136
3061	39728	38120
3062	39741	38106
3063	39752	38091
3064	39762	38076
3065	39775	38063
3066	39785	38047
3067	39794	38030
3068	39805	38015
3069	39816	38000
3070	39826	37985
3071	39836	37969
3072	39847	37953
3073	39858	37939
3074	39869	37924
3075	39879	37909
3076	39891	37895
3077	39901	37879
3078	39911	37863
3079	39923	37849
3080	39936	37836
3081	39950	37824
3082	39960	37808
3083	39971	37794
3084	39983	37780
3085	39994	37765
3086	40005	37750
3087	40016	37735
3088	40026	37720
3089	40037	37705
3090	40047	37689
3091	40057	37673
3092	40068	37658
3093	40079	37643
3094	40088	37627
3095	40103	37616
3096	40115	37602
3097	40124	37585
3098	40137	37573
3099	40148	37558
3100	40157	37541
3101	40168	37526
3102	40179	37511
3103	40188	37495
3104	40199	37480
3105	40210	37466
3106	40219	37449
3107	40229	37433
3108	40239	37418
3109	40250	37403
3110	40262	37389
3111	40271	37372
3112	40282	37358
3113	40293	37343
3114	40303	37327
3115	40316	37314
3116	40326	37299
3117	40336	37283
3118	40347	37269
3119	40358	37254
3120	40367	37237
3121	40379	37223
3122	40389	37207
3123	40401	37193
3124	40412	37179
3125	40424	37165
3126	40433	37149
3127	40445	37135
3128	40455	37119
3129	40466	37105
3130	40545	37152
3131	40594	37173
3132	40608	37160
3133	40622	37148
3134	40641	37141
3135	40655	37129
3136	40665	37113
3137	40676	37099
3138	40685	37082
3139	40696	37067
3140	40707	37052
3141	40717	37037
3142	40728	37022
3143	40740	37008
3144	40750	36992
3145	40760	36977
3146	40770	36961
3147	40780	36945
3148	40791	36931
3149	40800	36914
3150	40811	36900
3151	40822	36885
3152	40832	36869
3153	40843	36854
3154	40896	36878
3155	40907	36863
3156	40916	36846
3157	40927	36831
3158	40937	36816
3159	40946	36799
3160	40960	36787
3161	40971	36773
3162	40980	36756
3163	40991	36742
3164	41003	36727
3165	41013	36712
3166	41024	36697
3167	41038	36685
3168	41050	36672
3169	41063	36659
3170	41075	36645
3171	41086	36630
3172	41096	36614
3173	41107	36600
3174	41117	36585
3175	41127	36569
3176	41139	36555
3177	41150	36540
3178	41160	36525
3179	41172	36511
3180	41183	36496
3181	41192	36480
3182	41203	36465
3183	41212	36449
3184	41224	36435
3185	41234	36420
3186	41244	36404
3187	41255	36389
3188	41265	36374
3189	41275	36358
3190	41289	36346
3191	41301	36333
3192	41310	36316
3193	41321	36301
3194	41331	36286
3195	41340	36270
3196	41350	36254
3197	41360	36239
3198	41371	36224
3199	41382	36209
3200	41393	36195
3201	41405	36181
3202	41418	36168
3203	41428	36153
3204	41438	36137
3205	41449	36122
3206	41458	36106
3207	41469	36091
3208	41479	36076
3209	41488	36059
3210	41500	36046
3211	41510	36031
3212	41520	36015
3213	41532	36001
3214	41543	35987
3215	41553	35971
3216	41564	35956
3217	41575	35942
3218	41689	36016
3219	41704	36005
3220	41717	35992
3221	41777	36020
3222	41810	36025
3223	41852	36036
