iter	MAPE	RMSE	R2	MAE
1617	0.01434989334	0.1899100876	0.9600304353	0.1279281463
1618	0.01434908047	0.1898912737	0.9600383542	0.1279212939
1619	0.01434778489	0.189872925	0.9600460766	0.1279088098
1620	0.01434634713	0.1898516197	0.9600550424	0.1278970953
1621	0.01434486472	0.1898335969	0.9600626261	0.1278830777
1622	0.01434300306	0.1898131504	0.9600712288	0.1278650483
1623	0.01434167667	0.1897975373	0.9600777972	0.1278536143
1624	0.01434043	0.1897805317	0.9600849508	0.1278427172
1625	0.01433881408	0.1897622729	0.9600926309	0.1278264023
1626	0.01433775215	0.1897463732	0.9600993181	0.1278172471
1627	0.01433695395	0.1897352134	0.9601040114	0.1278104294
1628	0.01433523092	0.1896914278	0.9601224231	0.1277998864
1629	0.01433462426	0.1896645513	0.9601337224	0.1277952119
1630	0.01433344775	0.1896457927	0.9601416079	0.1277843128
1631	0.01433190795	0.1896185821	0.9601530449	0.1277715082
1632	0.01433110277	0.1896004901	0.9601606484	0.1277661563
1633	0.01433005613	0.1895802757	0.9601691429	0.1277580007
1634	0.01432858884	0.189559871	0.9601777165	0.1277455009
1635	0.0143270627	0.1895437037	0.960184509	0.1277328397
1636	0.01432638567	0.1895353107	0.960188035	0.1277266973
1637	0.01432540717	0.1895239797	0.960192795	0.1277194098
1638	0.0143242388	0.1895115272	0.9601980258	0.1277074442
1639	0.01432246868	0.1894873341	0.9602081874	0.1276931121
1640	0.01432171521	0.1894694683	0.9602156906	0.1276877097
1641	0.01432128209	0.1894531621	0.9602225382	0.1276840289
1642	0.01431969423	0.1894236967	0.9602349103	0.1276686071
1643	0.01431802549	0.1894082433	0.9602413982	0.1276528824
1644	0.01431679773	0.1893930611	0.9602477717	0.1276415316
1645	0.01431614479	0.1893838615	0.9602516335	0.1276361826
1646	0.01431381297	0.1893602289	0.960261553	0.1276160199
1647	0.01431297223	0.1893252656	0.9602762262	0.1276115432
1648	0.01431233739	0.1893139894	0.960280958	0.1276068696
1649	0.01431114059	0.1892965852	0.9602882606	0.127596255
1650	0.01431039436	0.1892851953	0.9602930393	0.1275904243
1651	0.01430887025	0.1892701727	0.9602993418	0.127574658
1652	0.01430800315	0.1892600811	0.9603035752	0.1275667522
1653	0.01430644576	0.1892391625	0.9603123499	0.1275546118
1654	0.01430503935	0.1892199966	0.9603203885	0.1275416592
1655	0.01430358539	0.1891927423	0.9603318182	0.1275300463
1656	0.01430296144	0.1891777684	0.9603380971	0.1275241123
1657	0.01430116354	0.1891556656	0.9603473645	0.1275102765
1658	0.01430010081	0.1891383722	0.9603546145	0.1275019408
1659	0.01429731343	0.1891100678	0.9603664795	0.1274765021
1660	0.01429609646	0.1890929205	0.9603736666	0.1274656856
1661	0.01429431178	0.1890739536	0.9603816156	0.1274505919
1662	0.01429262254	0.1890493678	0.9603919183	0.1274361119
1663	0.01429216757	0.1890403365	0.9603957025	0.1274320903
1664	0.01429081579	0.1890194064	0.9604044718	0.1274207738
1665	0.01428976299	0.1890054425	0.9604103219	0.1274122472
1666	0.01428856162	0.1889886619	0.9604173514	0.1274026981
1667	0.01428737023	0.1889667766	0.9604265184	0.1273926993
1668	0.01428571962	0.1889385646	0.9604383339	0.1273791661
1669	0.01428479764	0.1889268581	0.9604432361	0.1273708904
1670	0.01428351825	0.1889119884	0.9604494626	0.1273591729
1671	0.01428199378	0.1888968125	0.9604558168	0.1273445053
1672	0.01428043802	0.1888678813	0.9604679289	0.1273308349
1673	0.01427930953	0.1888541896	0.9604736604	0.1273203607
1674	0.01427753754	0.1888266673	0.9604851801	0.1273058486
1675	0.01427533475	0.188799323	0.9604966237	0.1272874463
1676	0.01427360428	0.1887814346	0.9605041091	0.1272723431
1677	0.01427176415	0.1887632472	0.9605117189	0.1272567785
1678	0.01427069611	0.1887472264	0.9605184215	0.1272472311
1679	0.01426836197	0.1887167091	0.9605311875	0.1272264155
1680	0.01426701913	0.1886994452	0.9605384084	0.1272133632
1681	0.01426652956	0.1886913528	0.960541793	0.1272089473
1682	0.01426529639	0.1886696999	0.9605508484	0.1271997183
1683	0.01426426584	0.1886549606	0.9605570118	0.1271915652
1684	0.01426245108	0.1886314828	0.9605668285	0.1271731119
1685	0.01426182065	0.188619587	0.9605718019	0.127168063
1686	0.01426082927	0.1885954178	0.9605819057	0.1271602021
1687	0.01426013278	0.1885814777	0.9605877327	0.1271548052
1688	0.0142585332	0.1885549503	0.96059882	0.1271411983
1689	0.01425695709	0.1885383699	0.9606057491	0.1271262571
1690	0.01425614038	0.1885279345	0.9606101099	0.1271191327
1691	0.01425418303	0.1884935075	0.9606244945	0.1271017768
1692	0.01425262822	0.1884656778	0.9606361207	0.1270883807
1693	0.01425174398	0.188450438	0.9606424865	0.1270811383
1694	0.01425059667	0.188438442	0.9606474971	0.1270702767
1695	0.01424811933	0.1884089053	0.9606598327	0.1270469879
1696	0.01424655159	0.1883888219	0.9606682191	0.1270340335
1697	0.0142456902	0.1883745705	0.9606741697	0.1270273422
1698	0.01424459412	0.1883596424	0.9606804023	0.1270184325
1699	0.01424280147	0.188334677	0.9606908246	0.1270043689
1700	0.01424219281	0.188323315	0.9606955674	0.1269988979
1701	0.01424030487	0.188294224	0.9607077094	0.1269838241
1702	0.01423904352	0.1882734195	0.9607163917	0.12697299
1703	0.01423718825	0.1882410291	0.9607299072	0.1269586375
1704	0.01423592255	0.1882236899	0.9607371413	0.1269466625
1705	0.01423479638	0.1882033234	0.9607456376	0.1269374124
1706	0.01423252846	0.1881808769	0.9607550006	0.1269158775
1707	0.01423097643	0.1881584588	0.9607643506	0.1269024167
1708	0.01422952525	0.1881396241	0.9607722052	0.1268879023
1709	0.0142281875	0.1881225126	0.9607793405	0.1268745464
1710	0.01422716896	0.1881061107	0.9607861793	0.1268672062
1711	0.01422621438	0.1880910632	0.9607924529	0.1268594708
1712	0.01422479941	0.1880727729	0.9608000777	0.1268452908
1713	0.01422440616	0.1880635965	0.9608039029	0.1268422323
1714	0.01422277859	0.1880383775	0.9608144144	0.1268279324
1715	0.01422128222	0.1880191001	0.9608224485	0.1268154211
1716	0.01421865753	0.1879888644	0.9608350479	0.1267912683
1717	0.0142177642	0.1879741063	0.960841197	0.1267840789
1718	0.01421688219	0.1879629039	0.9608458642	0.1267761548
1719	0.01421599703	0.1879506076	0.9608509869	0.1267691808
1720	0.01421430578	0.1879275852	0.9608605772	0.1267541338
1721	0.01421246128	0.1879079443	0.9608687579	0.1267387832
1722	0.01421103473	0.1878828367	0.9608792144	0.1267265233
1723	0.01420920973	0.1878553564	0.9608906573	0.1267100165
1724	0.01420851005	0.1878368487	0.9608983632	0.1267038093
1725	0.01420810932	0.1878229953	0.9609041306	0.1267005795
1726	0.01420700074	0.1878028538	0.9609125152	0.1266903848
1727	0.01420603137	0.1877797984	0.9609221117	0.1266824671
1728	0.01420503805	0.1877662113	0.9609277666	0.126673563
1729	0.01420366568	0.1877522819	0.9609335635	0.1266626228
1730	0.01420316836	0.1877426762	0.9609375608	0.1266582714
1731	0.0142022356	0.1877284735	0.9609434707	0.1266497886
1732	0.01420074271	0.187713129	0.9609498552	0.1266349389
1733	0.01419904904	0.1876915756	0.9609588222	0.1266208231
1734	0.01419782044	0.1876758458	0.9609653658	0.1266115813
1735	0.01419626517	0.1876555121	0.9609738237	0.1265963628
1736	0.01419517386	0.1876460792	0.9609777471	0.1265849591
1737	0.01419439603	0.1876347275	0.9609824683	0.1265781917
1738	0.01419294052	0.1876149872	0.9609906776	0.1265642636
1739	0.01419182173	0.1875996909	0.9609970382	0.1265548519
1740	0.01419068632	0.1875738786	0.9610077705	0.126544609
1741	0.01418989932	0.1875648405	0.961011528	0.1265378218
1742	0.01418911122	0.1875515592	0.9610170493	0.1265312667
1743	0.01418836912	0.1875196299	0.9610303213	0.1265277066
1744	0.0141877166	0.187493574	0.9610411503	0.1265232024
1745	0.01418660506	0.1874815439	0.9610461495	0.1265138648
1746	0.01418444414	0.1874559317	0.9610567919	0.1264934707
1747	0.01418361319	0.187442976	0.9610621747	0.1264860772
1748	0.01418282561	0.1874335979	0.9610660709	0.1264785187
1749	0.01418107414	0.1874101331	0.9610758185	0.1264654248
1750	0.01417952919	0.1873891602	0.9610845299	0.1264523025
1751	0.01417826424	0.187370048	0.9610924677	0.1264412167
1752	0.01417765555	0.187359261	0.9610969474	0.1264357589
1753	0.01417710262	0.1873512772	0.9611002628	0.1264306021
1754	0.01417553537	0.1873336018	0.9611076024	0.1264157287
1755	0.01417482589	0.1873033322	0.96112017	0.1264123757
1756	0.01417426278	0.1872889311	0.9611261484	0.1264079491
1757	0.01417317303	0.1872727724	0.9611328559	0.1263983865
1758	0.01417204687	0.1872572759	0.961139288	0.1263890154
1759	0.0141703498	0.1872339386	0.9611489736	0.1263737696
1760	0.01416834091	0.1872073041	0.9611600261	0.1263563147
1761	0.01416792748	0.1871965955	0.9611644694	0.1263531405
1762	0.01416665308	0.1871769052	0.9611726389	0.1263431682
1763	0.0141660117	0.1871608247	0.9611793099	0.1263384021
1764	0.01416529921	0.1871477151	0.9611847481	0.1263318497
1765	0.01416260816	0.1871203628	0.9611960933	0.126305916
1766	0.01416120445	0.187098656	0.9612050956	0.1262941146
1767	0.0141598544	0.1870849109	0.9612107955	0.126282655
1768	0.01415928595	0.1870752737	0.9612147916	0.1262775568
1769	0.01415754044	0.1870564049	0.9612226151	0.1262618902
1770	0.01415608142	0.1870301379	0.9612335048	0.126249824
1771	0.0141544685	0.18700457	0.9612441032	0.1262379224
1772	0.01415336798	0.1869873625	0.9612512353	0.1262293835
1773	0.01415221935	0.1869663634	0.9612599379	0.1262205345
1774	0.01415165929	0.1869595415	0.9612627649	0.1262147737
1775	0.01415141764	0.1869558156	0.9612643089	0.1262127768
1776	0.01415046833	0.1869321966	0.9612740956	0.1262054462
1777	0.01414903493	0.1869098902	0.9612833373	0.1261925846
1778	0.01414795907	0.1868968063	0.9612887575	0.1261837871
1779	0.01414692054	0.1868826014	0.9612946417	0.1261761801
1780	0.01414609325	0.1868640723	0.9613023165	0.126170238
1781	0.01414541778	0.1868536168	0.9613066468	0.126164444
1782	0.01414392158	0.1868316128	0.9613157594	0.1261504355
1783	0.01414247723	0.1868138734	0.961323105	0.1261379665
1784	0.01414120004	0.1867935017	0.9613315398	0.126127736
1785	0.01413947461	0.1867743097	0.9613394854	0.1261119284
1786	0.01413873318	0.1867636876	0.9613438826	0.1261046619
1787	0.01413765163	0.1867409884	0.9613532786	0.1260958587
1788	0.01413699666	0.1867283254	0.9613585197	0.1260907912
1789	0.01413619907	0.1867088247	0.9613665902	0.1260836157
1790	0.0141351799	0.1866956713	0.9613720333	0.1260754475
1791	0.01413389561	0.1866709029	0.961382282	0.1260650976
1792	0.01413292252	0.1866544597	0.9613890851	0.126056254
1793	0.01413214183	0.1866404583	0.9613948775	0.1260504093
1794	0.01413129458	0.1866276118	0.9614001917	0.1260432893
1795	0.01413050325	0.186616554	0.9614047657	0.1260369846
1796	0.01412911558	0.186585961	0.9614174189	0.1260259962
1797	0.01412770369	0.1865663008	0.9614255492	0.1260143561
1798	0.01412654866	0.1865516331	0.9614316143	0.1260031567
1799	0.01412492273	0.1865309923	0.9614401486	0.1259892979
1800	0.01412419798	0.1865162832	0.9614462297	0.1259829329
1801	0.01412286029	0.1864961096	0.9614545692	0.1259718187
1802	0.01412217787	0.1864864171	0.9614585756	0.1259656423
1803	0.01412180959	0.1864795475	0.9614614151	0.1259620255
1804	0.01412022767	0.1864604323	0.9614693155	0.1259477936
1805	0.0141191495	0.1864422987	0.9614768095	0.1259384545
1806	0.01411788149	0.186421008	0.9614856073	0.1259275331
1807	0.01411738429	0.1864121522	0.9614892664	0.1259236878
1808	0.01411651708	0.1863097872	0.9615315498	0.1259159263
1809	0.01411495708	0.1862884463	0.961540362	0.1259027487
1810	0.01411401901	0.1862702886	0.9615478591	0.1258957724
1811	0.01411316885	0.1862551141	0.9615541238	0.1258887115
1812	0.01411219347	0.1862373403	0.961561461	0.1258807278
1813	0.01411024126	0.1862204378	0.9615684379	0.1258612225
1814	0.01410928767	0.1862085335	0.9615733513	0.1258533188
1815	0.01410830682	0.1861986057	0.9615774486	0.1258454843
1816	0.014106961	0.1861825549	0.9615840726	0.1258340705
1817	0.01410611129	0.1861722145	0.9615883396	0.125827443
1818	0.01410487839	0.1861563453	0.9615948877	0.1258168318
1819	0.01410318626	0.186140529	0.9616014135	0.1258030861
1820	0.01410174326	0.1861203783	0.9616097267	0.1257913373
1821	0.0141005831	0.1861069273	0.9616152755	0.1257814778
1822	0.01410009931	0.1861001983	0.9616180512	0.1257767071
1823	0.01409935683	0.1860902181	0.9616221677	0.125770984
1824	0.01409763628	0.1860664328	0.9616319777	0.1257562006
1825	0.01409655278	0.186053738	0.961637213	0.1257460726
1826	0.01409494126	0.1860318158	0.9616462529	0.12573168
1827	0.0140941366	0.1860146384	0.9616533354	0.1257255251
1828	0.01409333166	0.1860021885	0.9616584683	0.1257190577
1829	0.01409164502	0.1859833724	0.9616662252	0.1257022069
1830	0.01409120345	0.1859767178	0.9616689683	0.1256975931
1831	0.01408983382	0.1859565865	0.9616772663	0.125686073
1832	0.0140882999	0.1859308083	0.9616878905	0.1256735485
1833	0.01408745598	0.1859168155	0.9616936569	0.1256674558
1834	0.01408665728	0.1859059187	0.9616981471	0.125661962
1835	0.01408479463	0.1858875666	0.9617057088	0.1256445676
1836	0.01408414693	0.1858763275	0.9617103394	0.1256382229
1837	0.01408380252	0.1858634789	0.9617156327	0.1256356403
1838	0.01408260364	0.1858515387	0.9617205515	0.1256255849
1839	0.01408150242	0.1858393437	0.9617255748	0.1256174832
1840	0.01408034089	0.1858195456	0.9617337294	0.1256074585
1841	0.01407860359	0.1857997149	0.9617418966	0.125591781
1842	0.01407818655	0.1857956411	0.9617435742	0.1255875936
1843	0.01407694561	0.1857772782	0.9617511359	0.1255779985
1844	0.01407548923	0.1857613432	0.9617576972	0.1255653332
1845	0.01407440916	0.1857469108	0.9617636393	0.1255571618
1846	0.01407411564	0.1857368244	0.9617677918	0.1255548886
1847	0.01407367788	0.1857248534	0.9617727199	0.1255512893
1848	0.01407240668	0.1857132436	0.961777499	0.1255406681
1849	0.01407146805	0.185697678	0.9617839059	0.1255316805
1850	0.01407028887	0.1856762694	0.9617927171	0.1255218666
1851	0.01406901496	0.1856606128	0.9617991603	0.1255105499
1852	0.01406841588	0.1856505753	0.9618032907	0.1255057167
1853	0.01406700799	0.1856343166	0.9618099807	0.1254915292
1854	0.01406599078	0.1856247381	0.9618139217	0.1254815794
1855	0.01406491639	0.185607103	0.961821177	0.1254725771
1856	0.01406413457	0.1855933331	0.9618268417	0.12546547
1857	0.01406308663	0.1855719769	0.9618356264	0.1254568358
1858	0.01406188202	0.1855569994	0.9618417866	0.1254468065
1859	0.01406085282	0.1855397298	0.9618488889	0.1254380429
1860	0.01406066123	0.1855362701	0.9618503117	0.1254365414
1861	0.01405973162	0.1855172224	0.9618581445	0.1254290743
1862	0.01405833265	0.1854969668	0.961866473	0.1254182862
1863	0.01405741017	0.1854820418	0.9618726091	0.1254089547
1864	0.01405645126	0.1854604395	0.9618814897	0.1254010769
1865	0.01405574412	0.1854449335	0.9618878634	0.1253964439
1866	0.01405441993	0.1854275044	0.9618950271	0.125384083
1867	0.01405328784	0.1854102232	0.9619021293	0.1253731874
1868	0.01405198948	0.1853898512	0.9619105008	0.1253616669
1869	0.0140513673	0.1853782391	0.9619152722	0.1253561219
1870	0.01405054669	0.1853685336	0.96191926	0.1253491255
1871	0.01404904922	0.1853452109	0.9619288419	0.1253358715
1872	0.01404840715	0.185336597	0.9619323805	0.1253293073
1873	0.01404688475	0.1852973488	0.9619485017	0.1253203054
1874	0.01404548473	0.1852594246	0.9619640759	0.12530991
1875	0.01404427422	0.1852373387	0.9619731443	0.1252991528
1876	0.0140429559	0.1852251083	0.9619781656	0.1252885593
1877	0.01404203949	0.185213195	0.9619830564	0.1252812583
1878	0.01403974015	0.1851835025	0.9619952449	0.1252603233
1879	0.01403739971	0.1851572522	0.9620060187	0.1252387796
1880	0.01403683554	0.1851469917	0.9620102295	0.125234399
1881	0.01403561876	0.185133678	0.9620156929	0.1252236746
1882	0.01403421791	0.1851161913	0.9620228681	0.1252111158
1883	0.01403365579	0.1850997108	0.9620296298	0.125206839
1884	0.01403246096	0.1850787593	0.9620382251	0.1251973829
1885	0.01403143055	0.1850670777	0.962043017	0.1251888335
1886	0.01403008403	0.1850492228	0.9620503407	0.1251759809
1887	0.01402877817	0.185034187	0.9620565075	0.12516311
1888	0.01402765903	0.1850220348	0.9620614912	0.1251522533
1889	0.0140263493	0.1850052388	0.9620683789	0.1251412541
1890	0.0140248363	0.1849889102	0.9620750743	0.1251285537
1891	0.0140240031	0.1849814829	0.9620781196	0.125122017
1892	0.01402346148	0.1849734516	0.9620814124	0.125117232
1893	0.0140226979	0.1849638742	0.962085339	0.1251097878
1894	0.01402176805	0.1849489262	0.9620914669	0.125101705
1895	0.01402003499	0.1849249082	0.9621013121	0.1250875251
1896	0.01401814742	0.1849041017	0.9621098398	0.1250721655
1897	0.01401691001	0.1848853323	0.9621175318	0.1250614476
1898	0.01401524434	0.1848644263	0.9621260985	0.1250454859
1899	0.01401427125	0.1848498905	0.9621320543	0.1250378941
1900	0.01401277334	0.1848309001	0.9621398345	0.1250256998
1901	0.01401192079	0.1848217868	0.9621435679	0.1250184259
1902	0.01401087887	0.1847928656	0.9621554147	0.1250100847
1903	0.01400958335	0.1847717939	0.9621640449	0.1249989494
1904	0.0140091456	0.1847679468	0.9621656205	0.124995254
1905	0.01400805564	0.1847533358	0.9621716039	0.1249879136
1906	0.01400660991	0.1847308996	0.962180791	0.1249768574
1907	0.01400529603	0.1847084592	0.9621899787	0.1249665936
1908	0.01400465897	0.1846940732	0.9621958681	0.1249618016
1909	0.01400292139	0.1846667196	0.9622070651	0.1249477926
1910	0.01400168175	0.1846434154	0.9622166031	0.1249366729
1911	0.01400105898	0.1846360638	0.9622196117	0.1249320498
1912	0.01400034358	0.1846198751	0.9622262366	0.1249246708
1913	0.01399904304	0.1846025262	0.9622333355	0.1249144693
1914	0.01399834024	0.184591079	0.9622380192	0.124909003
1915	0.01399765782	0.1845812524	0.9622420395	0.1249033691
1916	0.01399656062	0.1845705326	0.9622464251	0.1248929222
1917	0.01399605953	0.1845615341	0.9622501063	0.1248890005
1918	0.01399480552	0.1845353282	0.9622608257	0.1248779901
1919	0.01399440147	0.1845228494	0.9622659296	0.1248746771
1920	0.01399359226	0.1845140111	0.9622695443	0.1248664668
1921	0.01399177387	0.1844919486	0.9622785667	0.1248488241
1922	0.01399089848	0.1844733857	0.9622861571	0.1248404576
1923	0.01398975048	0.1844607207	0.9622913354	0.1248314791
1924	0.01398855755	0.18436551	0.9623302525	0.124820685
1925	0.01398734505	0.1843480711	0.9623373785	0.12481003
1926	0.01398573571	0.1843178742	0.962349716	0.1247965303
1927	0.01398524692	0.184308283	0.9623536343	0.124792243
1928	0.01398419472	0.1842936923	0.9623595945	0.1247829422
1929	0.01398269743	0.1842749441	0.9623672525	0.1247709762
1930	0.01398176944	0.184265432	0.9623711375	0.1247638499
1931	0.01398093616	0.1842533941	0.9623760539	0.124755391
1932	0.0139798162	0.1842379212	0.9623823726	0.1247455908
1933	0.01397797769	0.184213368	0.9623923985	0.12473116
1934	0.01397636793	0.1841909123	0.9624015667	0.1247187917
1935	0.01397554125	0.1841759831	0.9624076614	0.124712272
1936	0.01397416554	0.184155654	0.9624159597	0.1247014826
1937	0.01397315938	0.1841376468	0.9624233095	0.1246932897
1938	0.0139726201	0.1841246731	0.9624286043	0.1246891027
1939	0.013970632	0.1841025172	0.9624376458	0.1246722514
1940	0.01396976584	0.1840888292	0.9624432311	0.1246653126
1941	0.01396917748	0.1840780183	0.9624476421	0.1246609082
1942	0.01396822451	0.1840681212	0.9624516801	0.124652673
1943	0.01396673266	0.184051739	0.9624583635	0.1246399378
1944	0.01396560664	0.1840350662	0.9624651647	0.1246302325
1945	0.01396526298	0.1840271873	0.9624683786	0.1246271142
1946	0.01396438899	0.1840105219	0.9624751759	0.1246195606
1947	0.01396362066	0.1839805159	0.962487413	0.124615528
1948	0.01396208443	0.1839649413	0.9624937639	0.1245999983
1949	0.0139611034	0.1839458456	0.9625015499	0.1245921079
1950	0.01395987195	0.1839343735	0.962506227	0.1245811275
1951	0.01395833075	0.1839166887	0.9625134365	0.1245671942
1952	0.01395707042	0.1839015316	0.962519615	0.1245568481
1953	0.01395665127	0.1838901288	0.9625242628	0.1245524609
1954	0.01395617621	0.1838845071	0.9625265541	0.1245484898
1955	0.01395495149	0.1838686369	0.9625330221	0.1245371409
1956	0.01395333485	0.1838389127	0.962545135	0.1245241185
1957	0.01395236547	0.183818964	0.9625532632	0.1245156702
1958	0.0139512926	0.1838007101	0.9625607	0.124505827
1959	0.01395024827	0.1837776169	0.9625701073	0.1244982183
1960	0.01394937224	0.1837702095	0.9625731246	0.1244910573
1961	0.01394758496	0.1837486634	0.9625819003	0.1244760724
1962	0.01394660912	0.1837319374	0.9625887121	0.1244667358
1963	0.0139453308	0.1837124472	0.9625966488	0.1244561968
1964	0.01394386893	0.183693386	0.96260441	0.1244428612
1965	0.01394279627	0.1836770508	0.9626110606	0.1244332675
1966	0.01394074295	0.1836507727	0.9626217581	0.1244121039
1967	0.01393953827	0.1836328093	0.9626290699	0.1244017914
1968	0.01393843176	0.1836142756	0.9626366131	0.1243926538
1969	0.01393732196	0.1836030272	0.9626411907	0.1243811858
1970	0.01393463691	0.1835752592	0.9626524901	0.1243552213
1971	0.01393375798	0.1835546163	0.962660889	0.1243472388
1972	0.01393303621	0.1835372236	0.9626679648	0.1243415043
1973	0.01393201129	0.1835303085	0.9626707779	0.1243315295
1974	0.01393097419	0.1835182244	0.9626756935	0.1243230777
1975	0.01392962851	0.1835043321	0.9626813441	0.1243101393
1976	0.01392833253	0.1834838046	0.9626896928	0.1243002871
1977	0.01392762308	0.1834654257	0.962697167	0.124294564
1978	0.01392663234	0.1834498465	0.9627035019	0.1242865093
1979	0.01392586394	0.1834339639	0.9627099597	0.1242806811
1980	0.01392469844	0.1834093641	0.9627199608	0.1242721814
1981	0.01392389804	0.1834001572	0.9627237035	0.1242647888
1982	0.0139231858	0.1833875704	0.9627288199	0.1242584132
1983	0.01392158239	0.1833692767	0.9627362554	0.1242427941
1984	0.01392051617	0.1833528491	0.9627429318	0.1242321865
1985	0.0139194946	0.1833354817	0.9627499896	0.1242238592
1986	0.01391893296	0.1833277831	0.9627531179	0.1242188641
1987	0.01391828045	0.1833153567	0.9627581671	0.1242133892
1988	0.01391745267	0.1833082368	0.96276106	0.1242047036
1989	0.01391677431	0.1832964521	0.9627658479	0.1241989058
1990	0.01391598478	0.1832837058	0.9627710262	0.1241905928
1991	0.0139147025	0.1832703496	0.9627764519	0.1241788012
1992	0.01391340101	0.1832494798	0.962784929	0.1241699005
1993	0.01391262542	0.1832317126	0.9627921452	0.1241641858
1994	0.01391135831	0.1831976949	0.9628059595	0.1241555366
1995	0.01391024021	0.1831826422	0.9628120714	0.1241461611
1996	0.01390947313	0.1831720123	0.9628163872	0.124139344
1997	0.01390739778	0.1831481598	0.9628260706	0.1241220825
1998	0.01390668367	0.1831312067	0.9628329523	0.1241164005
1999	0.01390598207	0.1830935002	0.962848256	0.1241107671
2000	0.01390442952	0.1830785254	0.9628543329	0.1240964975
2001	0.01390316105	0.1830624797	0.9628608438	0.1240855001
2002	0.01390202098	0.1830494741	0.9628661207	0.1240761097
2003	0.01390136179	0.1830335862	0.9628725665	0.1240709197
2004	0.01390093407	0.1830269404	0.9628752626	0.1240678046
2005	0.01389992178	0.1830152063	0.9628800227	0.1240581851
2006	0.01389854992	0.1829950363	0.9628882042	0.1240480059
2007	0.01389690822	0.1829715313	0.9628977373	0.1240325958
2008	0.0138957292	0.1829507265	0.9629061743	0.1240222982
2009	0.013894728	0.1829375505	0.962911517	0.1240133003
2010	0.01389390256	0.1829255426	0.9629163858	0.1240071739
2011	0.01389238689	0.1829040449	0.9629251015	0.1239939578
2012	0.01389150432	0.1828939086	0.9629292107	0.1239857856
2013	0.01389080023	0.1828831938	0.9629335541	0.1239787851
2014	0.01389007943	0.1828731136	0.9629376401	0.123973127
2015	0.01388885774	0.1828570691	0.9629441432	0.1239609347
2016	0.0138877099	0.1828371885	0.9629522003	0.1239506608
2017	0.01388622688	0.1828150776	0.9629611603	0.1239380913
2018	0.01388534813	0.1827991331	0.9629676208	0.1239311488
2019	0.01388373144	0.1827807721	0.9629750598	0.1239160733
2020	0.01388287495	0.1827685194	0.9629800236	0.1239075867
2021	0.01388199352	0.182753095	0.9629862718	0.1239011974
2022	0.01388097472	0.1827342341	0.9629939113	0.1238933421
2023	0.01387923265	0.1827078763	0.9630045862	0.1238792428
2024	0.01387855376	0.182698687	0.9630083074	0.1238741607
2025	0.01387767583	0.182678751	0.96301638	0.1238675749
2026	0.01387601594	0.1826546115	0.9630261535	0.1238530444
2027	0.01387489637	0.1826356266	0.9630338392	0.123843722
2028	0.01387387694	0.1826224435	0.9630391756	0.1238338764
2029	0.01387336684	0.1826087876	0.963044703	0.1238300478
2030	0.01387248359	0.1825937783	0.9630507777	0.1238226069
2031	0.01387074928	0.1825702744	0.9630602895	0.1238071787
2032	0.01387008061	0.1825608236	0.9630641138	0.1238012648
2033	0.01386964934	0.1825556215	0.9630662188	0.1237980908
2034	0.0138683158	0.1825368637	0.9630738084	0.1237864403
2035	0.01386734501	0.1825185551	0.9630812154	0.1237777654
2036	0.01386698527	0.1825133591	0.9630833174	0.1237750466
2037	0.01386582224	0.1825018838	0.9630879595	0.1237637644
2038	0.01386493768	0.1824861892	0.9630943078	0.1237561868
2039	0.01386314054	0.1824561668	0.9631064502	0.1237408573
2040	0.01386220522	0.1824289188	0.9631174687	0.1237358735
2041	0.01386083929	0.1824102296	0.9631250253	0.1237239866
2042	0.01385999382	0.1823988001	0.9631296462	0.1237157781
2043	0.01385874199	0.1823841742	0.963135559	0.1237051869
2044	0.0138582125	0.1823761548	0.9631388008	0.1237012732
2045	0.01385723235	0.1823582139	0.9631460527	0.1236923266
2046	0.01385656181	0.1823510184	0.963148961	0.1236862068
2047	0.01385434153	0.1823250327	0.9631594631	0.1236655355
2048	0.01385312795	0.1823102359	0.9631654425	0.1236541415
2049	0.01385221302	0.1822966536	0.9631709308	0.123646446
2050	0.01385054997	0.1822761023	0.9631792342	0.1236318649
2051	0.01384960769	0.1822645267	0.9631839107	0.1236242404
2052	0.01384873899	0.1822514128	0.9631892083	0.1236166706
2053	0.01384816487	0.1822441797	0.9631921301	0.1236122641
2054	0.01384741991	0.1822314953	0.9631972537	0.1236055388
2055	0.01384593108	0.1822131215	0.9632046747	0.123593364
2056	0.01384498421	0.1821991734	0.9632103077	0.1235846852
2057	0.01384449882	0.1821867438	0.9632153271	0.1235813079
2058	0.01384301575	0.1821714406	0.9632215065	0.123568829
2059	0.01384230714	0.1821554057	0.9632279807	0.1235621749
2060	0.01384139178	0.1821436827	0.9632327137	0.1235545647
2061	0.01384075247	0.1821357686	0.9632359087	0.1235489217
2062	0.01383929118	0.1821163083	0.9632437644	0.1235350251
2063	0.01383899793	0.1821123966	0.9632453434	0.1235326151
2064	0.01383837331	0.1820969633	0.9632515727	0.1235280175
2065	0.013837545	0.1820848581	0.9632564584	0.123520296
2066	0.01383675885	0.1820741018	0.9632607993	0.1235134303
2067	0.01383609393	0.1820673156	0.9632635379	0.1235087473
2068	0.01383441962	0.1820467496	0.9632718369	0.1234942258
2069	0.0138326174	0.1820258646	0.9632802635	0.1234779043
2070	0.0138313664	0.1820017207	0.9632900039	0.1234676619
2071	0.01382973257	0.1819798815	0.9632988133	0.1234514561
